ind,new_cation,new_anion,Experimental logEC50,group
125,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,4.086359831,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
275,CC[N+](C)(C)CCCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.83,CC[N+](C)(C)CCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
130,CCCCCC[n+]1ccn(C)c1C,F[B-](F)(F)F,1.9,CCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F
249,CCCC[n+]1ccc(C)c(C)c1,[Cl-],3.05,CCCC[n+]1ccc(C)c(C)c1.[Cl-]
177,CCCC[n+]1ccc(C)cc1,F[B-](F)(F)F,2.98,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F
159,CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N,3.5,CCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N
68,CCCCn1cc[n+](CC)c1,F[B-](F)(F)F,3.257678575,CCCCn1cc[n+](CC)c1.F[B-](F)(F)F
168,CCn1cc[n+](C)c1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,2.93,CCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
149,CCCC[n+]1ccccc1,[Cl-],3.77,CCCC[n+]1ccccc1.[Cl-]
222,COCCCn1cc[n+](C)c1,[Cl-],4.79,COCCCn1cc[n+](C)c1.[Cl-]
305,C[N+]1(Cc2ccccc2)CCOCC1,COCC(=O)[O-],3.9,C[N+]1(Cc2ccccc2)CCOCC1.COCC(=O)[O-]
87,CCCCCCCCC=CCCCCCCCC1=[N+](CC)CCN1CCO,CCOS(=O)(=O)[O-],0.068185862,CCCCCCCCC=CCCCCCCCC1=[N+](CC)CCN1CCO.CCOS(=O)(=O)[O-]
226,CCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.5,CCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
307,C[N+]1(Cc2ccccc2)CCOCC1,CCCCCCCC(=O)[O-],3.22,C[N+]1(Cc2ccccc2)CCOCC1.CCCCCCCC(=O)[O-]
73,CCn1cc[n+](C)c1,COCCOCCOS(=O)(=O)[O-],3.845718018,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-]
145,CCCCCCCC[n+]1ccccc1,[Cl-],1.27,CCCCCCCC[n+]1ccccc1.[Cl-]
109,C[n+]1ccn(CCO)c1,F[B-](F)(F)F,3.482873584,C[n+]1ccn(CCO)c1.F[B-](F)(F)F
101,CCCCCCCC[n+]1cccc2ccccc21,F[B-](F)(F)F,0.17,CCCCCCCC[n+]1cccc2ccccc21.F[B-](F)(F)F
0,CCCCn1cc[n+](C)c1,N#C[N-]C#N,3.15,CCCCn1cc[n+](C)c1.N#C[N-]C#N
153,CCCCn1cc[n+](C)c1,COCCOCCOS(=O)(=O)[O-],3.15,CCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-]
173,CCCCn1cc[n+](C)c1,COCCOCCOS(=O)(=O)[O-],3.158362492,CCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-]
70,CCCCn1cc[n+](C)c1,F[B-](F)(F)F,3.11,CCCCn1cc[n+](C)c1.F[B-](F)(F)F
74,CCCCn1cc[n+](C)c1,F[B-](F)(F)F,3.230448921,CCCCn1cc[n+](C)c1.F[B-](F)(F)F
297,CC[N+]1(C)CCOCC1,Cc1ccc(S(=O)(=O)[O-])cc1,3.81,CC[N+]1(C)CCOCC1.Cc1ccc(S(=O)(=O)[O-])cc1
210,CCOC(=O)C[N+](C)(C)CC,[Br-],3.85,CCOC(=O)C[N+](C)(C)CC.[Br-]
36,OCC[NH+](CCO)CCO,CCCCC(=O)[O-],3.530199698,OCC[NH+](CCO)CCO.CCCCC(=O)[O-]
276,[NH3+]CCO,O=C[O-],4.15,[NH3+]CCO.O=C[O-]
208,Cc1ccc(Cn2cc[n+](C)c2)cc1,F[P-](F)(F)(F)(F)F,2.663700925,Cc1ccc(Cn2cc[n+](C)c2)cc1.F[P-](F)(F)(F)(F)F
154,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.24,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
142,CCOC[N+]1(C)CCCC1,[Cl-],3.05,CCOC[N+]1(C)CCCC1.[Cl-]
270,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.64,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
333,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.65,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
143,CCCCCCCCCCCCCCCCn1cc[n+](C)c1,[Cl-],-0.24,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
248,CCCCCCCCCCCCCCCCn1cc[n+](C)c1,[Cl-],-0.240332155,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
332,CCCC[n+]1ccn(CC)c1,F[B-](F)(F)F,3.26,CCCC[n+]1ccn(CC)c1.F[B-](F)(F)F
17,CCCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.43,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
117,CCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,3.3,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
320,COCCC[n+]1ccccc1,[Cl-],4.6,COCCC[n+]1ccccc1.[Cl-]
166,CCCCCCCCn1cc[n+](C)c1,[Cl-],2.0,CCCCCCCCn1cc[n+](C)c1.[Cl-]
280,CCCCCCCCn1cc[n+](C)c1,[Cl-],2.012837225,CCCCCCCCn1cc[n+](C)c1.[Cl-]
114,C[N+]1(Cc2ccccc2)CCOCC1,CCC(CC)C(=O)[O-],4.13,C[N+]1(Cc2ccccc2)CCOCC1.CCC(CC)C(=O)[O-]
79,CCOCCn1cc[n+](C)c1,[Br-],4.139879086,CCOCCn1cc[n+](C)c1.[Br-]
221,CCCC[N+]1(C)CCOCC1,[Br-],4.6,CCCC[N+]1(C)CCOCC1.[Br-]
308,C[N+]1(Cc2ccccc2)CCOCC1,O=C([O-])c1ccccc1O,2.9,C[N+]1(Cc2ccccc2)CCOCC1.O=C([O-])c1ccccc1O
89,CCCCCCCC[n+]1ccc(C)cc1,[Cl-],2.97,CCCCCCCC[n+]1ccc(C)cc1.[Cl-]
178,CCCCCCCC[n+]1ccc(C)cc1,[Cl-],1.63,CCCCCCCC[n+]1ccc(C)cc1.[Cl-]
97,Cn1cc[n+](CCCO)c1,[Cl-],3.09,Cn1cc[n+](CCCO)c1.[Cl-]
207,CCCCCCCCCn1cc[n+](C)c1,[Cl-],1.399673721,CCCCCCCCCn1cc[n+](C)c1.[Cl-]
170,COCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.342422681,COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
147,CCOCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.26,CCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
42,CC[S+](CC)CC,[Br-],3.4,CC[S+](CC)CC.[Br-]
238,COCCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.27,COCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
53,CCCCCCCOC[n+]1cccc(O)c1,[Cl-],3.0,CCCCCCCOC[n+]1cccc(O)c1.[Cl-]
146,CCCOC[n+]1cccc(O)c1,[Cl-],2.9,CCCOC[n+]1cccc(O)c1.[Cl-]
135,CCOCC[NH+](C)C,[Cl-],4.6,CCOCC[NH+](C)C.[Cl-]
121,CCCn1cc[n+](C)c1,F[B-](F)(F)F,3.45484486,CCCn1cc[n+](C)c1.F[B-](F)(F)F
126,CCCn1cc[n+](C)c1,F[B-](F)(F)F,3.45,CCCn1cc[n+](C)c1.F[B-](F)(F)F
72,CCOC(=O)C[N+]1(C)CCCC1,[Br-],3.844477176,CCOC(=O)C[N+]1(C)CCCC1.[Br-]
167,CCCCCCCC[n+]1ccc(C)cc1,F[B-](F)(F)F,1.49,CCCCCCCC[n+]1ccc(C)cc1.F[B-](F)(F)F
206,CCOCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.181843588,CCOCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
129,CCCC[n+]1ccccc1,[Br-],3.9,CCCC[n+]1ccccc1.[Br-]
324,CCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.7,CCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
48,CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.87,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
66,CCCCCCn1cc[n+](C)c1C,F[B-](F)(F)F,1.9,CCCCCCn1cc[n+](C)c1C.F[B-](F)(F)F
198,CCn1cc[n+](C)c1,[Cl-],3.86,CCn1cc[n+](C)c1.[Cl-]
180,CCCC[P+](CCCC)(CCCC)CCCC,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,1.32,CCCC[P+](CCCC)(CCCC)CCCC.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
19,CCCCCC[n+]1ccc(N(C)C)cc1,[Cl-],0.93,CCCCCC[n+]1ccc(N(C)C)cc1.[Cl-]
251,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.16,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
119,C[n+]1ccn(CCCCCCCC(=O)O)c1,[Br-],3.78,C[n+]1ccn(CCCCCCCC(=O)O)c1.[Br-]
11,OCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.79,OCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
258,CCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,3.6,CCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21
216,CCOCn1cc[n+](C)c1,[Cl-],3.603144373,CCOCn1cc[n+](C)c1.[Cl-]
160,CCOCC[N+](C)(C)CC,[Cl-],4.6,CCOCC[N+](C)(C)CC.[Cl-]
