ion_type,canonical_smiles,source_properties,source_split_roles,source_files
anion,N#C[N-]C#N,co2;tox;vis,test;training;validation,test_group_co2.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
anion,N#C[S-],co2;tox;vis,test;training;validation,test_group_co2.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
anion,N#Cc1ccc2cn[n-]c2c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
anion,N#Cc1nc(C(F)(F)F)[n-]c1C#N,vis,test,test_group_vis.csv
anion,NC(=O)CC(N)C(=O)[O-],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
anion,NC(=O)CCC(=O)[O-],co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_5_group_co2.csv;val_4_group_co2.csv
anion,NC(CCC(=O)O)C(=O)[O-],vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
anion,NC(CO)C(=O)[O-],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
anion,NC(CS)C(=O)[O-],vis,test,test_group_vis.csv
anion,NC(Cc1ccccc1)C(=O)[O-],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
anion,NCC(=O)[O-],co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
anion,NCCC(=O)[O-],vis,test,test_group_vis.csv
anion,NCCCCC(N)C(=O)[O-],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
anion,NCCS(=O)(=O)O,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
anion,NCCS(=O)(=O)[O-],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
anion,NS(=O)(=O)[O-],tox,training;validation,train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv
anion,O=C(CF)OOB([O-])OOC(=O)CF,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
anion,O=C(O)CO,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
anion,O=C(O)c1ccccc1[O-],vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
anion,O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
anion,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
anion,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,co2,training;validation,train_1_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_2_group_co2.csv
anion,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
anion,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,co2;vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;val_1_group_co2.csv;val_5_group_vis.csv
anion,O=C([O-])C(F)(F)F,co2;tox;vis,test;training;validation,test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_4_group_vis.csv;val_5_group_tox.csv
anion,O=C([O-])C1CCCN1,co2;vis,test;training;validation,test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_5_group_co2.csv
anion,O=C([O-])C=CC(=O)O,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
anion,O=C([O-])CNCC(=O)O,co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;val_5_group_co2.csv
anion,O=C([O-])CO,tox;vis,test;training;validation,test_group_vis.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_2_group_tox.csv;val_4_group_vis.csv;val_5_group_vis.csv
anion,O=C([O-])O,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
anion,O=C([O-])c1cccc(S(=O)(=O)O)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
anion,O=C([O-])c1ccccc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
anion,O=C([O-])c1ccccc1O,tox;vis,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_tox.csv
anion,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_5_group_tox.csv;val_4_group_tox.csv
anion,O=C1[N-]S(=O)(=O)c2ccccc21,tox,test;training;validation,test_group_tox.csv;train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_4_group_tox.csv;val_5_group_tox.csv
anion,O=C[O-],co2;tox;vis,test;training;validation,test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_tox.csv;val_5_group_vis.csv
anion,O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,tox,training;validation,train_1_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv
anion,O=P([O-])(O)O,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
anion,O=S(=O)(F)NS(=O)(=O)F,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_3_group_vis.csv;val_4_group_vis.csv
anion,O=S(=O)(F)[N-]S(=O)(=O)F,co2;vis,test;training;validation,test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
anion,O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
anion,O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_co2.csv;val_5_group_vis.csv
anion,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,co2;tox;vis,test;training;validation,test_group_co2.csv;test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
anion,O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F,co2;vis,training;validation,train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_2_group_vis.csv;val_3_group_vis.csv
anion,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,co2;tox,test;training;validation,test_group_tox.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
anion,O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F,co2,training;validation,train_1_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_2_group_co2.csv
anion,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_2_group_vis.csv;val_4_group_co2.csv;val_4_group_vis.csv;val_5_group_vis.csv
anion,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,co2;tox;vis,test;training;validation,test_group_co2.csv;test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_tox.csv;val_5_group_vis.csv
anion,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
anion,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
anion,O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F,vis,test,test_group_vis.csv
anion,O=S(=O)([O-])C(F)(F)C(F)F,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_co2.csv;val_4_group_co2.csv;val_5_group_vis.csv
anion,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
anion,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
anion,O=S(=O)([O-])C(F)(F)F,co2;tox;vis,test;training;validation,test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_tox.csv;val_5_group_vis.csv
anion,O=S(=O)([O-])CC(O)CN1CCOCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv
anion,O=S(=O)([O-])CC(O)CNC(CO)(CO)CO,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
anion,O=S(=O)([O-])CC(O)CNC1CCCCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv
anion,O=S(=O)([O-])CCN(CCO)CCO,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
anion,O=S(=O)([O-])O,co2;tox;vis,test;training;validation,test_group_co2.csv;test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
anion,O=S(=O)([O-])c1ccccc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv
anion,O=S1(=O)N=C([O-])c2ccccc21,co2;tox,training;validation,train_1_group_co2.csv;train_1_group_tox.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_4_group_co2.csv;train_5_group_tox.csv;val_4_group_tox.csv;val_5_group_co2.csv
anion,O=[N+]([O-])[O-],co2;tox;vis,test;training;validation,test_group_co2.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_4_group_co2.csv;val_5_group_co2.csv;val_5_group_vis.csv
anion,O=[N+]([O-])c1cn[n-]c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
anion,O=[N+]([O-])c1cnc[n-]1,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
anion,O=[Re](=O)(=O)[O-],vis,test,test_group_vis.csv
anion,[Br-],co2;tox;vis,test;training;validation,test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_tox.csv
anion,[C-]#[O+],tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_5_group_tox.csv;val_4_group_tox.csv
anion,[Cl-],co2;tox;vis,test;training;validation,test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_tox.csv;val_5_group_vis.csv
anion,[I-],tox;vis,test;training;validation,test_group_tox.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_5_group_vis.csv
anion,[N-]=C=C1C=CC=N1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
anion,[N-]=[N+]=[N-],vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
anion,[NH3+]CC(=O)[O-],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
anion,[O-][Cl+3]([O-])([O-])[O-],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
anion,[O-]c1ccccc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
anion,[c-]1c[nH]nn1,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
anion,[c-]1nn[nH]n1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_5_group_vis.csv
anion,c1c[n-]cn1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
anion,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_4_group_tox.csv
anion,c1nnc[n-]1,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,C1CC[NH2+]C1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,C1CC[NH2+]CC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,C=C([NH3+])[NH2+]CC(CC)CCCC,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,C=C([NH3+])[NH2+]CCCCCC,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,C=C([NH3+])[NH2+]CCCCCCCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,C=CCN1C=C[NH+](CCC#N)C1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,C=CC[N+](C)(C)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
cation,C=CC[NH+](C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,C=CC[NH+](C)CC=C,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,C=CC[NH+](CC)CC,vis,test,test_group_vis.csv
cation,C=CC[NH+]1C=CN(C)C1,co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_5_group_co2.csv;val_4_group_co2.csv
cation,C=CC[n+]1cc[nH]c1,co2,training;validation,train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
cation,C=CC[n+]1ccn(C)c1,co2,test;training;validation,test_group_co2.csv;train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_5_group_co2.csv;val_4_group_co2.csv
cation,C=CC[n+]1ccn(CCC#N)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,C=CCn1cc[n+](C)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,C=CCn1cc[n+](CCOC)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,C=Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,C=Cn1cc[n+](CC(N)=O)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CC(=O)CCn1cc[n+](C)c1,tox,training;validation,train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv
