cation,anion,SMILES,cation_canonical,anion_canonical,co2_cation_max_tanimoto,co2_anion_max_tanimoto,vis_cation_max_tanimoto,vis_anion_max_tanimoto,tox_cation_max_tanimoto,tox_anion_max_tanimoto,union_cation_max_tanimoto,union_anion_max_tanimoto
CCC[NH2+]C1CCSCC1(C)C,O=P([O-])([O-])C1CCCC1,CCC[NH2+]C1CCSCC1(C)C.O=P([O-])([O-])C1CCCC1,CCC[NH2+]C1CCSCC1(C)C,O=P([O-])([O-])C1CCCC1,0.13157894736842105,0.25,0.16666666666666666,0.2777777777777778,0.1282051282051282,0.20833333333333334,0.16666666666666666,0.2777777777777778
CCNc1nccc(OCC[NH+](C(C)C)C(C)C)n1,CCc1nn(C)c(CC2(CC(=O)[O-])COC2)c1C,CCNc1nccc(OCC[NH+](C(C)C)C(C)C)n1.CCc1nn(C)c(CC2(CC(=O)[O-])COC2)c1C,CCNc1nccc(OCC[NH+](C(C)C)C(C)C)n1,CCc1nn(C)c(CC2(CC(=O)[O-])COC2)c1C,0.12,0.21428571428571427,0.16129032258064516,0.21428571428571427,0.16071428571428573,0.21428571428571427,0.16129032258064516,0.21428571428571427
CC(O)C(C)OC1CC[NH2+]CC1,COC1CCCCC1C(=O)[O-],CC(O)C(C)OC1CC[NH2+]CC1.COC1CCCCC1C(=O)[O-],CC(O)C(C)OC1CC[NH2+]CC1,COC1CCCCC1C(=O)[O-],0.1,0.30303030303030304,0.21621621621621623,0.30303030303030304,0.09375,0.26666666666666666,0.21621621621621623,0.30303030303030304
CSC(C)CC[NH2+]C1CCCC1O,O=C([O-])C1CC2CCC1C2,CSC(C)CC[NH2+]C1CCCC1O.O=C([O-])C1CC2CCC1C2,CSC(C)CC[NH2+]C1CCCC1O,O=C([O-])C1CC2CCC1C2,0.16216216216216217,0.2903225806451613,0.16216216216216217,0.2903225806451613,0.11904761904761904,0.21739130434782608,0.16216216216216217,0.2903225806451613
CC(=O)CC[NH+]1C2CCCCC1CC2,CC(C)C(C)[O-],CC(=O)CC[NH+]1C2CCCCC1CC2.CC(C)C(C)[O-],CC(=O)CC[NH+]1C2CCCCC1CC2,CC(C)C(C)[O-],0.1724137931034483,0.26666666666666666,0.21052631578947367,0.26666666666666666,0.21951219512195122,0.26666666666666666,0.21951219512195122,0.26666666666666666
CCCOC(OCC)OCCC[NH3+],COC(F)OC(=O)[O-],CCCOC(OCC)OCCC[NH3+].COC(F)OC(=O)[O-],CCCOC(OCC)OCCC[NH3+],COC(F)OC(=O)[O-],0.20833333333333334,0.30434782608695654,0.36,0.30434782608695654,0.21428571428571427,0.3076923076923077,0.36,0.3076923076923077
CC=CC=C(CC)CC1CCC[NH2+]C1,O=C([O-])c1ccccc1F,CC=CC=C(CC)CC1CCC[NH2+]C1.O=C([O-])c1ccccc1F,CC=CC=C(CC)CC1CCC[NH2+]C1,O=C([O-])c1ccccc1F,0.125,0.24,0.17647058823529413,0.56,0.13333333333333333,0.56,0.17647058823529413,0.56
CCCCCn1cccc1C[NH2+]CCOC,CCC(I)(CCCO)C(=O)[O-],CCCCCn1cccc1C[NH2+]CCOC.CCC(I)(CCCO)C(=O)[O-],CCCCCn1cccc1C[NH2+]CCOC,CCC(I)(CCCO)C(=O)[O-],0.3125,0.2962962962962963,0.3191489361702128,0.2962962962962963,0.32432432432432434,0.2962962962962963,0.32432432432432434,0.2962962962962963
O=[N+]1C=CCC=CC1,C=C(C(=O)[O-])c1cccnc1,O=[N+]1C=CCC=CC1.C=C(C(=O)[O-])c1cccnc1,O=[N+]1C=CCC=CC1,C=C(C(=O)[O-])c1cccnc1,0.06818181818181818,0.1724137931034483,0.125,0.3548387096774194,0.08108108108108109,0.2857142857142857,0.125,0.3548387096774194
COCCCC1CNC(=O)C1[NH3+],CSCCC(O)C(=O)[O-],COCCCC1CNC(=O)C1[NH3+].CSCCC(O)C(=O)[O-],COCCCC1CNC(=O)C1[NH3+],CSCCC(O)C(=O)[O-],0.175,0.375,0.24390243902439024,0.375,0.24390243902439024,0.375,0.24390243902439024,0.375
CC1CCN(C(=O)C2CC23CC[NH2+]CC3)CC1,CC(=O)[O-],CC1CCN(C(=O)C2CC23CC[NH2+]CC3)CC1.CC(=O)[O-],CC1CCN(C(=O)C2CC23CC[NH2+]CC3)CC1,CC(=O)[O-],0.10526315789473684,1.0,0.2,1.0,0.09803921568627451,1.0,0.2,1.0
COCC[NH+]1CCC1(C)O,CC(C)=Cc1ccc(C(=O)[O-])cc1,COCC[NH+]1CCC1(C)O.CC(C)=Cc1ccc(C(=O)[O-])cc1,COCC[NH+]1CCC1(C)O,CC(C)=Cc1ccc(C(=O)[O-])cc1,0.2972972972972973,0.2916666666666667,0.22857142857142856,0.4444444444444444,0.23333333333333334,0.2916666666666667,0.2972972972972973,0.4444444444444444
COCCCCCC1CCC[NH2+]C1,CCCn1cncc1C(O)C(=O)[O-],COCCCCCC1CCC[NH2+]C1.CCCn1cncc1C(O)C(=O)[O-],COCCCCCC1CCC[NH2+]C1,CCCn1cncc1C(O)C(=O)[O-],0.18421052631578946,0.2647058823529412,0.2894736842105263,0.2647058823529412,0.2894736842105263,0.2777777777777778,0.2894736842105263,0.2777777777777778
C=CC[NH+](CC=C)CCC[NH+](C)CCCCCCO,O=C(NCC1(c2ccccc2)CCOCC1)Nc1sccc1C(=O)[O-],C=CC[NH+](CC=C)CCC[NH+](C)CCCCCCO.O=C(NCC1(c2ccccc2)CCOCC1)Nc1sccc1C(=O)[O-],C=CC[NH+](CC=C)CCC[NH+](C)CCCCCCO,O=C(NCC1(c2ccccc2)CCOCC1)Nc1sccc1C(=O)[O-],0.3448275862068966,0.14545454545454545,0.3793103448275862,0.25,0.25806451612903225,0.25,0.3793103448275862,0.25
CCC1CN2CCCC2C[NH2+]1,CCC(C)N(OC)C(=O)[O-],CCC1CN2CCCC2C[NH2+]1.CCC(C)N(OC)C(=O)[O-],CCC1CN2CCCC2C[NH2+]1,CCC(C)N(OC)C(=O)[O-],0.14285714285714285,0.3076923076923077,0.2127659574468085,0.3076923076923077,0.1282051282051282,0.35714285714285715,0.2127659574468085,0.35714285714285715
CCC(OC)C([NH3+])C1CCOC1,O=C([O-])c1ncn[nH]1,CCC(OC)C([NH3+])C1CCOC1.O=C([O-])c1ncn[nH]1,CCC(OC)C([NH3+])C1CCOC1,O=C([O-])c1ncn[nH]1,0.13513513513513514,0.20833333333333334,0.23529411764705882,0.27586206896551724,0.18604651162790697,0.25,0.23529411764705882,0.27586206896551724
CSC1CCCCC1[NH2+]CCC(C)C,CC(C)(C)SCCCC(=O)[O-],CSC1CCCCC1[NH2+]CCC(C)C.CC(C)(C)SCCCC(=O)[O-],CSC1CCCCC1[NH2+]CCC(C)C,CC(C)(C)SCCCC(=O)[O-],0.17142857142857143,0.38461538461538464,0.18421052631578946,0.46153846153846156,0.1111111111111111,0.46153846153846156,0.18421052631578946,0.46153846153846156
OC1CCN(CC[NH2+]Cc2ccccc2)C1,O=C([O-])C=CC=CCI,OC1CCN(CC[NH2+]Cc2ccccc2)C1.O=C([O-])C=CC=CCI,OC1CCN(CC[NH2+]Cc2ccccc2)C1,O=C([O-])C=CC=CCI,0.22448979591836735,0.24,0.23255813953488372,0.25,0.22916666666666666,0.36,0.23255813953488372,0.36
CN1CCC2=CC=NCC2[NH2+]1,CC=CCCCNC(=O)[O-],CN1CCC2=CC=NCC2[NH2+]1.CC=CCCCNC(=O)[O-],CN1CCC2=CC=NCC2[NH2+]1,CC=CCCCNC(=O)[O-],0.125,0.26666666666666666,0.15217391304347827,0.37142857142857144,0.10204081632653061,0.3103448275862069,0.15217391304347827,0.37142857142857144
CC(CO)C(C)[NH+](C)c1ccc(N)cc1,C=CP(C)(=O)[O-],CC(CO)C(C)[NH+](C)c1ccc(N)cc1.C=CP(C)(=O)[O-],CC(CO)C(C)[NH+](C)c1ccc(N)cc1,C=CP(C)(=O)[O-],0.1875,0.4375,0.1875,0.3157894736842105,0.1875,0.22727272727272727,0.1875,0.4375
C[Si]1(C)CC[NH+](CCCCCC[NH+](CCO)CCO)CC1,CN(C)c1ccc(NCC(=O)[S-])nc1,C[Si]1(C)CC[NH+](CCCCCC[NH+](CCO)CCO)CC1.CN(C)c1ccc(NCC(=O)[S-])nc1,C[Si]1(C)CC[NH+](CCCCCC[NH+](CCO)CCO)CC1,CN(C)c1ccc(NCC(=O)[S-])nc1,0.23529411764705882,0.13953488372093023,0.29411764705882354,0.14285714285714285,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.14285714285714285
C[NH+](C)CCSC=NC1c2ccccc2OC1(C)C,O=C([O-])C1CC1(Br)C(=O)[O-],C[NH+](C)CCSC=NC1c2ccccc2OC1(C)C.O=C([O-])C1CC1(Br)C(=O)[O-],C[NH+](C)CCSC=NC1c2ccccc2OC1(C)C,O=C([O-])C1CC1(Br)C(=O)[O-],0.11864406779661017,0.25,0.1590909090909091,0.25,0.15555555555555556,0.21739130434782608,0.1590909090909091,0.25
CC1CCC[NH+](C2CC2(C)C)C1,CCCNC1CSCC1C(=O)[O-],CC1CCC[NH+](C2CC2(C)C)C1.CCCNC1CSCC1C(=O)[O-],CC1CCC[NH+](C2CC2(C)C)C1,CCCNC1CSCC1C(=O)[O-],0.08695652173913043,0.2727272727272727,0.1388888888888889,0.2727272727272727,0.07894736842105263,0.2727272727272727,0.1388888888888889,0.2727272727272727
COCCSC1CC[NH2+]C1,Cn1ncc2cncc(C(=O)[O-])c21,COCCSC1CC[NH2+]C1.Cn1ncc2cncc(C(=O)[O-])c21,COCCSC1CC[NH2+]C1,Cn1ncc2cncc(C(=O)[O-])c21,0.22857142857142856,0.1935483870967742,0.23529411764705882,0.2631578947368421,0.22857142857142856,0.2631578947368421,0.23529411764705882,0.2631578947368421
COCCCC([NH3+])C(N)=[NH2+],CC1(SCC(=O)[O-])CO1,COCCCC([NH3+])C(N)=[NH2+].CC1(SCC(=O)[O-])CO1,COCCCC([NH3+])C(N)=[NH2+],CC1(SCC(=O)[O-])CO1,0.20588235294117646,0.3103448275862069,0.2903225806451613,0.3076923076923077,0.2647058823529412,0.3076923076923077,0.2903225806451613,0.3103448275862069
CC(C)CC(CO)[NH2+]C(C)c1cccc(Br)c1,Cc1nc2c(n1CCC(=O)[O-])CCCC2,CC(C)CC(CO)[NH2+]C(C)c1cccc(Br)c1.Cc1nc2c(n1CCC(=O)[O-])CCCC2,CC(C)CC(CO)[NH2+]C(C)c1cccc(Br)c1,Cc1nc2c(n1CCC(=O)[O-])CCCC2,0.15789473684210525,0.2702702702702703,0.21739130434782608,0.2702702702702703,0.1346153846153846,0.2702702702702703,0.21739130434782608,0.2702702702702703
COCC[NH+](C)CCNc1cnc(N)nc1Br,Nc1ncc([S-])cc1C=O,COCC[NH+](C)CCNc1cnc(N)nc1Br.Nc1ncc([S-])cc1C=O,COCC[NH+](C)CCNc1cnc(N)nc1Br,Nc1ncc([S-])cc1C=O,0.16,0.11904761904761904,0.16279069767441862,0.125,0.16,0.11904761904761904,0.16279069767441862,0.125
C[NH2+]CC(O)C1CCOCC1,CC12CC=CC(=O)C1C2[O-],C[NH2+]CC(O)C1CCOCC1.CC12CC=CC(=O)C1C2[O-],C[NH2+]CC(O)C1CCOCC1,CC12CC=CC(=O)C1C2[O-],0.2,0.14634146341463414,0.21052631578947367,0.1388888888888889,0.2222222222222222,0.13513513513513514,0.2222222222222222,0.14634146341463414
CCNOCC[NH+](C)C,COC(=O)[O-],CCNOCC[NH+](C)C.COC(=O)[O-],CCNOCC[NH+](C)C,COC(=O)[O-],0.19230769230769232,0.46153846153846156,0.36363636363636365,0.46153846153846156,0.4583333333333333,0.46153846153846156,0.4583333333333333,0.46153846153846156
CCCCCCCCCC[NH+](CCCCCCC)CC(C(CC)CC)C(CC)CO[Si](C)(C)C(C)(C)C,CC1(C)CC(c2ccc(C(=O)[O-])cc2)C(P(=O)([O-])[O-])C1,CCCCCCCCCC[NH+](CCCCCCC)CC(C(CC)CC)C(CC)CO[Si](C)(C)C(C)(C)C.CC1(C)CC(c2ccc(C(=O)[O-])cc2)C(P(=O)([O-])[O-])C1,CCCCCCCCCC[NH+](CCCCCCC)CC(C(CC)CC)C(CC)CO[Si](C)(C)C(C)(C)C,CC1(C)CC(c2ccc(C(=O)[O-])cc2)C(P(=O)([O-])[O-])C1,0.21428571428571427,0.1875,0.34210526315789475,0.3076923076923077,0.21428571428571427,0.22727272727272727,0.34210526315789475,0.3076923076923077
OCC1CCC2(CC[NH2+]C2)O1,O=C([O-])C1CC2C=CCCC21,OCC1CCC2(CC[NH2+]C2)O1.O=C([O-])C1CC2C=CCCC21,OCC1CCC2(CC[NH2+]C2)O1,O=C([O-])C1CC2C=CCCC21,0.09375,0.24324324324324326,0.13953488372093023,0.24324324324324326,0.11904761904761904,0.1724137931034483,0.13953488372093023,0.24324324324324326
C=C(C)CCC(C)C[NH2+]CC(C)C,CC1=CCCC1CC(=O)[O-],C=C(C)CCC(C)C[NH2+]CC(C)C.CC1=CCCC1CC(=O)[O-],C=C(C)CCC(C)C[NH2+]CC(C)C,CC1=CCCC1CC(=O)[O-],0.1724137931034483,0.27586206896551724,0.1724137931034483,0.27586206896551724,0.13333333333333333,0.27586206896551724,0.1724137931034483,0.27586206896551724
CC1CC(=O)NC2C=CC(C1)[NH2+]2,O=S([O-])OCCCOO,CC1CC(=O)NC2C=CC(C1)[NH2+]2.O=S([O-])OCCCOO,CC1CC(=O)NC2C=CC(C1)[NH2+]2,O=S([O-])OCCCOO,0.0784313725490196,0.14814814814814814,0.12727272727272726,0.18181818181818182,0.08,0.17142857142857143,0.12727272727272726,0.18181818181818182
CC=CC(O)C(C)[NH2+]CC,CC1CCCC(O)(C(=O)[O-])C1,CC=CC(O)C(C)[NH2+]CC.CC1CCCC(O)(C(=O)[O-])C1,CC=CC(O)C(C)[NH2+]CC,CC1CCCC(O)(C(=O)[O-])C1,0.16666666666666666,0.3055555555555556,0.2222222222222222,0.25,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.3055555555555556
CC(C)OCC(N)C[NH2+]C1CC1,C=CSCCCC(=O)[O-],CC(C)OCC(N)C[NH2+]C1CC1.C=CSCCCC(=O)[O-],CC(C)OCC(N)C[NH2+]C1CC1,C=CSCCCC(=O)[O-],0.13333333333333333,0.3333333333333333,0.15789473684210525,0.4074074074074074,0.13333333333333333,0.4074074074074074,0.15789473684210525,0.4074074074074074
CCCC[NH+](CC)CCC(CN)[NH2+]C,CC(C)c1c[nH]c(C2(C(=O)[O-])CCCCC2C(=O)[O-])c1C(=O)[O-],CCCC[NH+](CC)CCC(CN)[NH2+]C.CC(C)c1c[nH]c(C2(C(=O)[O-])CCCCC2C(=O)[O-])c1C(=O)[O-],CCCC[NH+](CC)CCC(CN)[NH2+]C,CC(C)c1c[nH]c(C2(C(=O)[O-])CCCCC2C(=O)[O-])c1C(=O)[O-],0.25,0.22641509433962265,0.3125,0.21153846153846154,0.25,0.17391304347826086,0.3125,0.22641509433962265
C[NH+](CCc1ccc(Cl)c(F)c1)CCN1CC[NH2+]CC1,CCOC(=O)C1CSCCCCCCCC(=O)N(CCCCCCOCCOCC(=O)[O-])C(=O)C(CCC2=CCCCC2)N1,C[NH+](CCc1ccc(Cl)c(F)c1)CCN1CC[NH2+]CC1.CCOC(=O)C1CSCCCCCCCC(=O)N(CCCCCCOCCOCC(=O)[O-])C(=O)C(CCC2=CCCCC2)N1,C[NH+](CCc1ccc(Cl)c(F)c1)CCN1CC[NH2+]CC1,CCOC(=O)C1CSCCCCCCCC(=O)N(CCCCCCOCCOCC(=O)[O-])C(=O)C(CCC2=CCCCC2)N1,0.15217391304347827,0.14457831325301204,0.15555555555555556,0.14457831325301204,0.19298245614035087,0.13924050632911392,0.19298245614035087,0.14457831325301204
CCCC(N)[NH3+],CC1CC(C(=O)[O-])CCC1C(=O)[O-],CCCC(N)[NH3+].CC1CC(C(=O)[O-])CCC1C(=O)[O-],CCCC(N)[NH3+],CC1CC(C(=O)[O-])CCC1C(=O)[O-],0.3,0.2727272727272727,0.3,0.2727272727272727,0.3,0.2692307692307692,0.3,0.2727272727272727
CC(CO)CN1CC([NH3+])C1=O,CC(F)CCCNC(=O)[O-],CC(CO)CN1CC([NH3+])C1=O.CC(F)CCCNC(=O)[O-],CC(CO)CN1CC([NH3+])C1=O,CC(F)CCCNC(=O)[O-],0.14285714285714285,0.2962962962962963,0.18181818181818182,0.2962962962962963,0.14285714285714285,0.2962962962962963,0.18181818181818182,0.2962962962962963
C[NH+](CCCCCCO)Cc1ccc(C(F)(F)F)cc1,CCC1(C)CC(=O)N(NC(=O)C2CCCCC2C(=O)[O-])C1=O,C[NH+](CCCCCCO)Cc1ccc(C(F)(F)F)cc1.CCC1(C)CC(=O)N(NC(=O)C2CCCCC2C(=O)[O-])C1=O,C[NH+](CCCCCCO)Cc1ccc(C(F)(F)F)cc1,CCC1(C)CC(=O)N(NC(=O)C2CCCCC2C(=O)[O-])C1=O,0.2571428571428571,0.19607843137254902,0.2571428571428571,0.19607843137254902,0.2222222222222222,0.18181818181818182,0.2571428571428571,0.19607843137254902
COCC(C)NC(=O)C[NH2+]Cc1ccccc1F,C=CCS(=O)[O-],COCC(C)NC(=O)C[NH2+]Cc1ccccc1F.C=CCS(=O)[O-],COCC(C)NC(=O)C[NH2+]Cc1ccccc1F,C=CCS(=O)[O-],0.1568627450980392,0.16666666666666666,0.2641509433962264,0.16666666666666666,0.17777777777777778,0.16666666666666666,0.2641509433962264,0.16666666666666666
CCCN(CC[NH+](C)C)c1cc(CN)ccn1,CC(C)(C)OC(C)(O)COC(=O)C1CC1CCOP(=O)([O-])[O-],CCCN(CC[NH+](C)C)c1cc(CN)ccn1.CC(C)(C)OC(C)(O)COC(=O)C1CC1CCOP(=O)([O-])[O-],CCCN(CC[NH+](C)C)c1cc(CN)ccn1,CC(C)(C)OC(C)(O)COC(=O)C1CC1CCOP(=O)([O-])[O-],0.14285714285714285,0.21739130434782608,0.23684210526315788,0.21739130434782608,0.18181818181818182,0.14814814814814814,0.23684210526315788,0.21739130434782608
CC[NH+](CC)CCC[NH+](CC)CCC(C)(C)C(N)=[NH+]O,CCC(C)(CC(C)(CCCCC(=O)[O-])C(=O)[O-])C(=O)[O-],CC[NH+](CC)CCC[NH+](CC)CCC(C)(C)C(N)=[NH+]O.CCC(C)(CC(C)(CCCCC(=O)[O-])C(=O)[O-])C(=O)[O-],CC[NH+](CC)CCC[NH+](CC)CCC(C)(C)C(N)=[NH+]O,CCC(C)(CC(C)(CCCCC(=O)[O-])C(=O)[O-])C(=O)[O-],0.1388888888888889,0.3548387096774194,0.28125,0.45161290322580644,0.14705882352941177,0.4375,0.28125,0.45161290322580644
BrC1CCC([NH+]2CCCCCC2)CC1,NNCC(=O)[O-],BrC1CCC([NH+]2CCCCCC2)CC1.NNCC(=O)[O-],BrC1CCC([NH+]2CCCCCC2)CC1,NNCC(=O)[O-],0.06060606060606061,0.45454545454545453,0.125,0.4444444444444444,0.09090909090909091,0.3888888888888889,0.125,0.45454545454545453
C=C([NH3+])C(C)c1ccccc1,Nc1cncc(CC(=O)[O-])c1,C=C([NH3+])C(C)c1ccccc1.Nc1cncc(CC(=O)[O-])c1,C=C([NH3+])C(C)c1ccccc1,Nc1cncc(CC(=O)[O-])c1,0.18181818181818182,0.2857142857142857,0.3870967741935484,0.2857142857142857,0.1794871794871795,0.25,0.3870967741935484,0.2857142857142857
ClCC1([NH2+]CC2CCOCC2)CC1,C=CCSC(C)C(=O)[O-],ClCC1([NH2+]CC2CCOCC2)CC1.C=CCSC(C)C(=O)[O-],ClCC1([NH2+]CC2CCOCC2)CC1,C=CCSC(C)C(=O)[O-],0.08571428571428572,0.36,0.16216216216216217,0.36,0.16279069767441862,0.36,0.16279069767441862,0.36
COCCCOCC[NH2+]CCCCCO,CCCC1CCCCN1C[B-](F)(F)F,COCCCOCC[NH2+]CCCCCO.CCCC1CCCCN1C[B-](F)(F)F,COCCCOCC[NH2+]CCCCCO,CCCC1CCCCN1C[B-](F)(F)F,0.2558139534883721,0.10526315789473684,0.2777777777777778,0.11904761904761904,0.42857142857142855,0.11363636363636363,0.42857142857142855,0.11904761904761904
COCC(C)OCC=[N+](C)C,[N-]=C(N[O-])C(F)(F)Cl,COCC(C)OCC=[N+](C)C.[N-]=C(N[O-])C(F)(F)Cl,COCC(C)OCC=[N+](C)C,[N-]=C(N[O-])C(F)(F)Cl,0.17647058823529413,0.21739130434782608,0.25806451612903225,0.21739130434782608,0.2,0.21739130434782608,0.25806451612903225,0.21739130434782608
OCC1C(O)C[NH+]2CCCCC12,COCCOP(=O)([O-])[O-],OCC1C(O)C[NH+]2CCCCC12.COCCOP(=O)([O-])[O-],OCC1C(O)C[NH+]2CCCCC12,COCCOP(=O)([O-])[O-],0.13333333333333333,0.391304347826087,0.14893617021276595,0.391304347826087,0.13333333333333333,0.35714285714285715,0.14893617021276595,0.391304347826087
CC(O)C1CCC[NH2+]1,C=CCOCCC=C(C)C(=O)[O-],CC(O)C1CCC[NH2+]1.C=CCOCCC=C(C)C(=O)[O-],CC(O)C1CCC[NH2+]1,C=CCOCCC=C(C)C(=O)[O-],0.14285714285714285,0.2413793103448276,0.3225806451612903,0.2413793103448276,0.125,0.2413793103448276,0.3225806451612903,0.2413793103448276
C=CCCOCC[NH2+]CCCOCC,CCCCc1nnc(CCC(=O)[O-])o1,C=CCCOCC[NH2+]CCCOCC.CCCCc1nnc(CCC(=O)[O-])o1,C=CCCOCC[NH2+]CCCOCC,CCCCc1nnc(CCC(=O)[O-])o1,0.1702127659574468,0.4,0.23684210526315788,0.4666666666666667,0.28125,0.4666666666666667,0.28125,0.4666666666666667
CC(C)C([NH3+])CC[NH+](C)CCc1ccc(I)cc1,COc1cc(C(=O)C(=O)[O-])cc(Br)c1I,CC(C)C([NH3+])CC[NH+](C)CCc1ccc(I)cc1.COc1cc(C(=O)C(=O)[O-])cc(Br)c1I,CC(C)C([NH3+])CC[NH+](C)CCc1ccc(I)cc1,COc1cc(C(=O)C(=O)[O-])cc(Br)c1I,0.1891891891891892,0.18181818181818182,0.19444444444444445,0.22,0.1346153846153846,0.21052631578947367,0.19444444444444445,0.22
C=CC[NH2+]CCOCCCC,CC(=O)OCCOC(=O)C=CC(=O)[O-],C=CC[NH2+]CCOCCCC.CC(=O)OCCOC(=O)C=CC(=O)[O-],C=CC[NH2+]CCOCCCC,CC(=O)OCCOC(=O)C=CC(=O)[O-],0.23809523809523808,0.28,0.2571428571428571,0.28,0.2727272727272727,0.35714285714285715,0.2727272727272727,0.35714285714285715
CC(c1ccncc1)[NH+](C)C1CC1,O=C1OCC(C(=O)[O-])c2sccc21,CC(c1ccncc1)[NH+](C)C1CC1.O=C1OCC(C(=O)[O-])c2sccc21,CC(c1ccncc1)[NH+](C)C1CC1,O=C1OCC(C(=O)[O-])c2sccc21,0.09523809523809523,0.18181818181818182,0.2,0.23076923076923078,0.10869565217391304,0.21428571428571427,0.2,0.23076923076923078
CCCC1[NH2+]CC(C)(C)S1,CC1(C)C(C(=O)[O-])C1(C)C(=O)[O-],CCCC1[NH2+]CC(C)(C)S1.CC1(C)C(C(=O)[O-])C1(C)C(=O)[O-],CCCC1[NH2+]CC(C)(C)S1,CC1(C)C(C(=O)[O-])C1(C)C(=O)[O-],0.14705882352941177,0.2857142857142857,0.15151515151515152,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.15151515151515152,0.2857142857142857
C#CCNC(=NC)N[NH3+],[O-]Nc1nc2ncc(NBr)cc2[nH]1,C#CCNC(=NC)N[NH3+].[O-]Nc1nc2ncc(NBr)cc2[nH]1,C#CCNC(=NC)N[NH3+],[O-]Nc1nc2ncc(NBr)cc2[nH]1,0.12,0.08,0.13793103448275862,0.14893617021276595,0.1111111111111111,0.08695652173913043,0.13793103448275862,0.14893617021276595
CC12C[NH2+]COC1CCC2O,O=C([O-])Cc1ccnn1C1CCCS1,CC12C[NH2+]COC1CCC2O.O=C([O-])Cc1ccnn1C1CCCS1,CC12C[NH2+]COC1CCC2O,O=C([O-])Cc1ccnn1C1CCCS1,0.08695652173913043,0.1875,0.14285714285714285,0.1875,0.11627906976744186,0.175,0.14285714285714285,0.1875
C[NH2+]C1(CN)CCC[NH+](C)CC1,COP(=O)([O-])OCSC,C[NH2+]C1(CN)CCC[NH+](C)CC1.COP(=O)([O-])OCSC,C[NH2+]C1(CN)CCC[NH+](C)CC1,COP(=O)([O-])OCSC,0.13953488372093023,0.38461538461538464,0.19444444444444445,0.5,0.1276595744680851,0.2413793103448276,0.19444444444444445,0.5
[NH3+]Cc1cn(C2CCOC2)nn1,CCCCOP([O-])O,[NH3+]Cc1cn(C2CCOC2)nn1.CCCCOP([O-])O,[NH3+]Cc1cn(C2CCOC2)nn1,CCCCOP([O-])O,0.09433962264150944,0.2222222222222222,0.12727272727272726,0.35714285714285715,0.14,0.2962962962962963,0.14,0.35714285714285715
Cc1ccc(OCC[NH3+])c(C)c1,[S-]C(CCCl)c1nccnn1,Cc1ccc(OCC[NH3+])c(C)c1.[S-]C(CCCl)c1nccnn1,Cc1ccc(OCC[NH3+])c(C)c1,[S-]C(CCCl)c1nccnn1,0.18421052631578946,0.075,0.21052631578947367,0.13513513513513514,0.1951219512195122,0.075,0.21052631578947367,0.13513513513513514
CNC(C)C[NH2+]C1CCCCCCC1,O=C([S-])CCC1CCCCO1,CNC(C)C[NH2+]C1CCCCCCC1.O=C([S-])CCC1CCCCO1,CNC(C)C[NH2+]C1CCCCCCC1,O=C([S-])CCC1CCCCO1,0.15625,0.1794871794871795,0.20930232558139536,0.1956521739130435,0.1388888888888889,0.14285714285714285,0.20930232558139536,0.1956521739130435
CCC1(C)CNCC[NH2+]1,CCS1(C(=O)[O-])CC2(CCC2)C1,CCC1(C)CNCC[NH2+]1.CCS1(C(=O)[O-])CC2(CCC2)C1,CCC1(C)CNCC[NH2+]1,CCS1(C(=O)[O-])CC2(CCC2)C1,0.125,0.2857142857142857,0.16129032258064516,0.2857142857142857,0.14814814814814814,0.2857142857142857,0.16129032258064516,0.2857142857142857
CC1CCCC1[NH2+]C1CCCCC1,CSN1CCC(C)C1CC(=O)[O-],CC1CCCC1[NH2+]C1CCCCC1.CSN1CCC(C)C1CC(=O)[O-],CC1CCCC1[NH2+]C1CCCCC1,CSN1CCC(C)C1CC(=O)[O-],0.08823529411764706,0.25,0.1951219512195122,0.25,0.11764705882352941,0.25,0.1951219512195122,0.25
CC(=O)CN1CC[NH2+]CC1,CCCCC=C(CCCC)C(=O)[O-],CC(=O)CN1CC[NH2+]CC1.CCCCC=C(CCCC)C(=O)[O-],CC(=O)CN1CC[NH2+]CC1,CCCCC=C(CCCC)C(=O)[O-],0.19230769230769232,0.35714285714285715,0.20833333333333334,0.48148148148148145,0.20512820512820512,0.48148148148148145,0.20833333333333334,0.48148148148148145
[NH3+]Cc1ccc[nH]1,Nc1cc(Cl)c([O-])c(F)c1F,[NH3+]Cc1ccc[nH]1.Nc1cc(Cl)c([O-])c(F)c1F,[NH3+]Cc1ccc[nH]1,Nc1cc(Cl)c([O-])c(F)c1F,0.2,0.1,0.21875,0.1590909090909091,0.16666666666666666,0.1,0.21875,0.1590909090909091
CC(C)CC(=O)OCC(CCc1ccc(F)cc1)[NH+](C)C,CCCCCCC=CCCC(O)C(=O)[O-],CC(C)CC(=O)OCC(CCc1ccc(F)cc1)[NH+](C)C.CCCCCCC=CCCC(O)C(=O)[O-],CC(C)CC(=O)OCC(CCc1ccc(F)cc1)[NH+](C)C,CCCCCCC=CCCC(O)C(=O)[O-],0.15217391304347827,0.2903225806451613,0.24528301886792453,0.5757575757575758,0.15384615384615385,0.3939393939393939,0.24528301886792453,0.5757575757575758
