ind,new_cation,new_anion,Experimental logEC50,group
106,CCCCn1cc[n+](C)c1,O=S(=O)([O-])O,3.28780173,CCCCn1cc[n+](C)c1.O=S(=O)([O-])O
5,C[n+]1ccn(Cc2ccccc2)c1,F[B-](F)(F)F,2.97,C[n+]1ccn(Cc2ccccc2)c1.F[B-](F)(F)F
268,C[n+]1ccn(Cc2ccccc2)c1,F[B-](F)(F)F,2.974050903,C[n+]1ccn(Cc2ccccc2)c1.F[B-](F)(F)F
199,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1.374748346,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
54,C[N+]1(Cc2ccccc2)CCOCC1,CC(O)C(=O)[O-],4.3,C[N+]1(Cc2ccccc2)CCOCC1.CC(O)C(=O)[O-]
236,C[n+]1ccn(Cc2ccccc2)c1,F[P-](F)(F)(F)(F)F,3.3,C[n+]1ccn(Cc2ccccc2)c1.F[P-](F)(F)(F)(F)F
58,C[N+]1(Cc2ccccc2)CCOCC1,CCCCCCCCCCCCOS(=O)(=O)[O-],2.4,C[N+]1(Cc2ccccc2)CCOCC1.CCCCCCCCCCCCOS(=O)(=O)[O-]
62,C[N+](C)(C)CCO,CC(O)C(=O)[O-],4.6,C[N+](C)(C)CCO.CC(O)C(=O)[O-]
57,COCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.19,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
16,COCC[NH2+]CCOC,NS(=O)(=O)[O-],3.48,COCC[NH2+]CCOC.NS(=O)(=O)[O-]
245,CCCCCCCCCCn1cc[n+](CC)c1,[Br-],0.53,CCCCCCCCCCn1cc[n+](CC)c1.[Br-]
46,CCCC[n+]1cccc2ccccc21,F[B-](F)(F)F,2.16,CCCC[n+]1cccc2ccccc21.F[B-](F)(F)F
227,OCC[NH2+]CCO,CCCC(=O)[O-],3.245512668,OCC[NH2+]CCO.CCCC(=O)[O-]
279,C[N+](C)(C)C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.03,C[N+](C)(C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
110,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.33,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
293,CCCn1cc[n+](C)c1,[Cl-],4.6,CCCn1cc[n+](C)c1.[Cl-]
30,COCC[N+]1(C)CCCC1,[Cl-],4.6,COCC[N+]1(C)CCCC1.[Cl-]
302,C[N+]1(CCCO)CCOCC1,[Cl-],4.6,C[N+]1(CCCO)CCOCC1.[Cl-]
316,OCC[n+]1ccccc1,[I-],4.16,OCC[n+]1ccccc1.[I-]
298,COCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.81,COCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
282,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,3.096910013,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
225,CCCCCCCn1cc[n+](C)c1,[Cl-],2.53,CCCCCCCn1cc[n+](C)c1.[Cl-]
52,CCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,3.6,CCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21
310,CCCC[P+](CCCC)(CCCC)CCCC,[Br-],1.66,CCCC[P+](CCCC)(CCCC)CCCC.[Br-]
299,COCC[N+]1(C)CCOCC1,[Cl-],4.6,COCC[N+]1(C)CCOCC1.[Cl-]
32,CCCCCC[n+]1ccccc1,F[P-](F)(F)(F)(F)F,2.51,CCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F
257,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1,[Cl-],0.012837225,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
91,CCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.85,CCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
196,CC[N+](C)(C)CC#N,[Cl-],4.6,CC[N+](C)(C)CC#N.[Cl-]
138,O=S(=O)(O)CCC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F,3.9,O=S(=O)(O)CCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F
254,CCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.53,CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
40,CCCCn1cc[n+](C)c1,[I-],3.481442629,CCCCn1cc[n+](C)c1.[I-]
162,CCCCn1cc[n+](C)c1,[I-],3.48,CCCCn1cc[n+](C)c1.[I-]
44,COCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.4,COCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
314,CCOCC[N+]1(C)CCCCC1,[Br-],4.31,CCOCC[N+]1(C)CCCCC1.[Br-]
120,C[NH+](C)CCO,CC(=O)[O-],3.39,C[NH+](C)CCO.CC(=O)[O-]
112,COCCn1cc[n+](C)c1,[Cl-],4.6,COCCn1cc[n+](C)c1.[Cl-]
100,CCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,1.65,CCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
292,CCn1cc[n+](C)c1,O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.832508913,CCn1cc[n+](C)c1.O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
2,CCCCn1cc[n+](C)c1,COS(=O)(=O)[O-],3.212187604,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-]
327,CCOCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,CCOCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
217,CCOC[N+]1(C)CCCCC1,[Cl-],4.23,CCOC[N+]1(C)CCCCC1.[Cl-]
67,C[N+]1(CCCO)CCCCC1,[Cl-],4.6,C[N+]1(CCCO)CCCCC1.[Cl-]
203,CCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,3.07,CCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
151,CCCCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.93,CCCCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
25,COCCC[N+]1(C)CCCCC1,[Cl-],4.4,COCCC[N+]1(C)CCCCC1.[Cl-]
29,CCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,1.854913022,CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
108,COCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.25,COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
195,COCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.28,COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
123,CCCC[n+]1cc(C)cc(C)c1,F[B-](F)(F)F,3.26,CCCC[n+]1cc(C)cc(C)c1.F[B-](F)(F)F
93,CCCCCC[n+]1cccc2ccccc21,F[B-](F)(F)F,1.07,CCCCCC[n+]1cccc2ccccc21.F[B-](F)(F)F
8,CCOCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.34,CCOCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
60,CCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
190,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.243038049,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
205,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.24,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
88,CCCCCCCCCCCOC[n+]1cccc(O)c1,[Cl-],1.6,CCCCCCCCCCCOC[n+]1cccc(O)c1.[Cl-]
116,OCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.55,OCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
43,CCOCC[N+]1(C)CCCC1,[Br-],4.6,CCOCC[N+]1(C)CCCC1.[Br-]
86,CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.48,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10,CCOC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.36,CCOC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
92,CCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,2.3,CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
144,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.128427064,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
187,CC[N+](C)(C)CC#N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.86,CC[N+](C)(C)CC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
