ind,new_cation,new_anion,Experimental logEC50,group
320,COCCC[n+]1ccccc1,[Cl-],4.6,COCCC[n+]1ccccc1.[Cl-]
114,C[N+]1(Cc2ccccc2)CCOCC1,CCC(CC)C(=O)[O-],4.13,C[N+]1(Cc2ccccc2)CCOCC1.CCC(CC)C(=O)[O-]
218,CCOCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.201397124,CCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
220,Cc1ccc(CN2C=C[NH+](C)C2)cc1,[Cl-],2.64,Cc1ccc(CN2C=C[NH+](C)C2)cc1.[Cl-]
79,CCOCCn1cc[n+](C)c1,[Br-],4.139879086,CCOCCn1cc[n+](C)c1.[Br-]
294,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,F[P-](F)(F)(F)(F)F,1.939019776,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.F[P-](F)(F)(F)(F)F
150,CCCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.0,CCCCCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
289,CCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,3.81,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
12,C[NH+](C)CCO,O=C([O-])CO,3.4,C[NH+](C)CCO.O=C([O-])CO
221,CCCC[N+]1(C)CCOCC1,[Br-],4.6,CCCC[N+]1(C)CCOCC1.[Br-]
308,C[N+]1(Cc2ccccc2)CCOCC1,O=C([O-])c1ccccc1O,2.9,C[N+]1(Cc2ccccc2)CCOCC1.O=C([O-])c1ccccc1O
89,CCCCCCCC[n+]1ccc(C)cc1,[Cl-],2.97,CCCCCCCC[n+]1ccc(C)cc1.[Cl-]
178,CCCCCCCC[n+]1ccc(C)cc1,[Cl-],1.63,CCCCCCCC[n+]1ccc(C)cc1.[Cl-]
207,CCCCCCCCCn1cc[n+](C)c1,[Cl-],1.399673721,CCCCCCCCCn1cc[n+](C)c1.[Cl-]
271,CC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.7,CC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
170,COCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.342422681,COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
147,CCOCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.26,CCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
42,CC[S+](CC)CC,[Br-],3.4,CC[S+](CC)CC.[Br-]
139,Cc1ccc(Cn2cc[n+](C)c2)cc1,[Cl-],2.64,Cc1ccc(Cn2cc[n+](C)c2)cc1.[Cl-]
238,COCCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.27,COCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
146,CCCOC[n+]1cccc(O)c1,[Cl-],2.9,CCCOC[n+]1cccc(O)c1.[Cl-]
135,CCOCC[NH+](C)C,[Cl-],4.6,CCOCC[NH+](C)C.[Cl-]
301,C[N+]1(CC#N)CCOCC1,[Cl-],4.6,C[N+]1(CC#N)CCOCC1.[Cl-]
261,COCC[N+]1(C)CCCCC1,[Br-],4.6,COCC[N+]1(C)CCCCC1.[Br-]
194,C[N+]1(CCO)CCCC1,[I-],4.6,C[N+]1(CCO)CCCC1.[I-]
121,CCCn1cc[n+](C)c1,F[B-](F)(F)F,3.45484486,CCCn1cc[n+](C)c1.F[B-](F)(F)F
126,CCCn1cc[n+](C)c1,F[B-](F)(F)F,3.45,CCCn1cc[n+](C)c1.F[B-](F)(F)F
72,CCOC(=O)C[N+]1(C)CCCC1,[Br-],3.844477176,CCOC(=O)C[N+]1(C)CCCC1.[Br-]
206,CCOCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.181843588,CCOCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
181,CCCCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.4,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
136,CCCC[N+](CCCC)(CCCC)CCCC,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,1.61,CCCC[N+](CCCC)(CCCC)CCCC.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
129,CCCC[n+]1ccccc1,[Br-],3.9,CCCC[n+]1ccccc1.[Br-]
137,CCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.82,CCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
324,CCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.7,CCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
66,CCCCCCn1cc[n+](C)c1C,F[B-](F)(F)F,1.9,CCCCCCn1cc[n+](C)c1C.F[B-](F)(F)F
235,CCOC[N+]1(C)CCOCC1,[Cl-],3.52,CCOC[N+]1(C)CCOCC1.[Cl-]
148,CCn1cc[n+](C)c1,O=C([O-])C(F)(F)F,4.004321374,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F
157,CCn1cc[n+](C)c1,O=C([O-])C(F)(F)F,4.0,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F
22,CCCCCCCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,1.6,CCCCCCCCCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
180,CCCC[P+](CCCC)(CCCC)CCCC,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,1.32,CCCC[P+](CCCC)(CCCC)CCCC.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
277,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.28,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
242,CCCC[N+]1(C)CCCC1,N#C[N-]C#N,4.23,CCCC[N+]1(C)CCCC1.N#C[N-]C#N
19,CCCCCC[n+]1ccc(N(C)C)cc1,[Cl-],0.93,CCCCCC[n+]1ccc(N(C)C)cc1.[Cl-]
80,C[n+]1ccn(CC#N)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.900367129,C[n+]1ccn(CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
250,CCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,3.918030337,CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
83,OCC[NH2+]CCO,CC(=O)[O-],4.032215703,OCC[NH2+]CCO.CC(=O)[O-]
119,C[n+]1ccn(CCCCCCCC(=O)O)c1,[Br-],3.78,C[n+]1ccn(CCCCCCCC(=O)O)c1.[Br-]
11,OCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.79,OCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
38,C[N+]1(Cc2ccccc2)CCOCC1,O=[N+]([O-])[O-],4.0,C[N+]1(Cc2ccccc2)CCOCC1.O=[N+]([O-])[O-]
200,CCCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,1.498310554,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
258,CCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,3.6,CCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21
160,CCOCC[N+](C)(C)CC,[Cl-],4.6,CCOCC[N+](C)(C)CC.[Cl-]
182,CC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.79,CC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
64,COCCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.77,COCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
85,C[N+]1(CCO)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.18,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
13,CC[n+]1ccccc1,[Cl-],4.22,CC[n+]1ccccc1.[Cl-]
37,CCCC[n+]1cccc(C)c1,N#C[N-]C#N,3.46,CCCC[n+]1cccc(C)c1.N#C[N-]C#N
164,CCCCC[n+]1ccccc1,[Br-],3.15,CCCCC[n+]1ccccc1.[Br-]
78,CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,3.0,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
287,CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,3.021189299,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
96,CCOCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.69,CCOCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
84,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.64,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
197,CCOC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.26,CCOC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
244,CCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,0.769377326,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
6,CCOC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.8,CCOC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
128,C[N+]1(CCCO)CCCC1,[Cl-],4.6,C[N+]1(CCCO)CCCC1.[Cl-]
202,N#CC[n+]1ccccc1,[Cl-],3.79,N#CC[n+]1ccccc1.[Cl-]
